example_id                                       | status | run_time              |
./spec/navigation_spec.rb[1:1:4]                 | passed | 0.00025 seconds       |
./spec/navigation_spec.rb[1:2:1]                 | passed | 0.00026 seconds       |
./spec/navigation_spec.rb[1:2:2]                 | passed | 0.00027 seconds       |
./spec/navigation_spec.rb[1:3:1]                 | passed | 0.00881 seconds       |
./spec/navigation_spec.rb[1:3:2]                 | passed | 0.00331 seconds       |
./spec/navigation_spec.rb[1:3:3]                 | passed | 0.00851 seconds       |
./spec/navigation_spec.rb[1:4:1]                 | passed | 0.00062 seconds       |
./spec/navigation_spec.rb[1:4:2]                 | passed | 0.0005 seconds        |
./spec/navigation_spec.rb[1:5:1]                 | passed | 0.0007 seconds        |
./spec/navigation_spec.rb[1:5:2]                 | passed | 0.00044 seconds       |
./spec/post_spec.rb[1:1:1]                       | passed | 0.00677 seconds       |
./spec/post_spec.rb[1:2:1]                       | passed | 0.01526 seconds       |
./spec/post_spec.rb[1:3:1]                       | passed | 0.00277 seconds       |
./spec/post_spec.rb[1:4:1]                       | passed | 0.00347 seconds       |
./spec/post_spec.rb[1:5:1]                       | passed | 0.00585 seconds       |
./spec/post_spec.rb[1:6:1]                       | passed | 0.00193 seconds       |
./spec/post_spec.rb[1:7:1]                       | passed | 0.00224 seconds       |
./spec/semantic_html_spec.rb[1:1:1]              | passed | 0.00233 seconds       |
./spec/semantic_html_spec.rb[1:1:2]              | passed | 0.00026 seconds       |
./spec/semantic_html_spec.rb[1:1:3]              | passed | 0.00028 seconds       |
./spec/semantic_html_spec.rb[1:1:4]              | passed | 0.00054 seconds       |
./spec/semantic_html_spec.rb[1:1:5]              | passed | 0.00033 seconds       |
./spec/semantic_html_spec.rb[1:2:1]              | passed | 0.00273 seconds       |
./spec/semantic_html_spec.rb[1:2:2]              | passed | 0.00587 seconds       |
./spec/semantic_html_spec.rb[1:2:3]              | passed | 0.01362 seconds       |
./spec/semantic_html_spec.rb[1:2:4]              | passed | 0.02748 seconds       |
./spec/semantic_html_spec.rb[1:3:1]              | passed | 0.00021 seconds       |
./spec/semantic_html_spec.rb[1:3:2]              | passed | 0.00024 seconds       |
./spec/semantic_html_spec.rb[1:3:3]              | passed | 0.00519 seconds       |
./spec/semantic_html_spec.rb[1:4:1]              | passed | 0.0004 seconds        |
./spec/semantic_html_spec.rb[1:4:2]              | passed | 0.0003 seconds        |
./spec/seo_verification.rb[1:1:1]                | passed | 0.00033 seconds       |
./spec/seo_verification.rb[1:1:2]                | passed | 0.00025 seconds       |
./spec/seo_verification.rb[1:1:3]                | passed | 0.00034 seconds       |
./spec/seo_verification.rb[1:2:1]                | passed | 0.00025 seconds       |
./spec/seo_verification.rb[1:2:2]                | passed | 0.00023 seconds       |
./spec/seo_verification.rb[1:2:3]                | passed | 0.00026 seconds       |
./spec/seo_verification.rb[1:3:1]                | passed | 0.00024 seconds       |
./spec/seo_verification.rb[1:3:2]                | passed | 0.00025 seconds       |
./spec/seo_verification.rb[1:3:3]                | passed | 0.00028 seconds       |
./spec/seo_verification.rb[1:3:4]                | passed | 0.00032 seconds       |
./spec/seo_verification.rb[1:4:1]                | passed | 0.00208 seconds       |
./spec/seo_verification.rb[1:4:2]                | passed | 0.00033 seconds       |
./spec/seo_verification.rb[1:4:3]                | passed | 0.00454 seconds       |
./spec/seo_verification.rb[1:5:1]                | passed | 0.00024 seconds       |
./spec/seo_verification.rb[1:5:2]                | passed | 0.00023 seconds       |
./spec/seo_verification.rb[1:6:1]                | passed | 0.00114 seconds       |
./spec/seo_verification.rb[1:6:2]                | passed | 0.0003 seconds        |
./spec/taxonomy_spec.rb[1:1:1]                   | passed | 8.55 seconds          |
./spec/taxonomy_spec.rb[1:2:1]                   | passed | 9.58 seconds          |
./spec/taxonomy_spec.rb[1:3:1]                   | passed | 9.58 seconds          |
./spec/taxonomy_spec.rb[1:4:1]                   | passed | 10.07 seconds         |
./spec/taxonomy_spec.rb[1:5:1]                   | passed | 9.2 seconds           |
